id,entry_id,source_file,source_group,source_version
"48137","14611","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48138","14611","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48139","14611","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48140","14611","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48141","14611","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48142","14611","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48143","14611","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48145","14611","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48146","14611","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48147","14612","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48148","14612","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48149","14612","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48150","14612","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48151","14612","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48152","14612","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48153","14612","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48154","14612","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48156","14612","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48157","14612","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48158","14613","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48159","14613","js\vocabularies\kindergarten\kindergarten_2_study.js","kindergarten","2.2.3"
"48160","14613","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48161","14613","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48163","14613","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48165","14613","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48166","14613","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48167","14613","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48168","14613","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48170","14613","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48171","14613","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48172","14614","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48173","14614","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48174","14614","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48175","14614","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48176","14614","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48177","14614","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48178","14614","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48180","14614","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48181","14614","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48182","14615","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48183","14615","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48184","14615","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48185","14615","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48186","14615","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48187","14615","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48188","14615","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48189","14615","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48191","14615","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48192","14615","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48193","14616","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48194","14616","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48195","14616","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48196","14616","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48197","14616","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48198","14616","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48199","14616","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48200","14616","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48202","14616","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48203","14616","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48204","14617","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48205","14617","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48206","14617","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48207","14617","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48208","14617","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48209","14617","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48210","14617","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48211","14617","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48213","14617","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48214","14617","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48215","14618","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48216","14618","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48217","14618","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48218","14618","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48219","14618","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48220","14618","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48221","14618","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48222","14618","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48224","14618","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48225","14618","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48226","14619","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48227","14619","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48228","14619","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48229","14619","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48230","14619","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48231","14619","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48232","14619","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48233","14619","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48235","14619","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48236","14619","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48237","14620","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48238","14620","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48239","14620","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48240","14620","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48241","14620","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48242","14620","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48243","14620","js\vocabularies\stage\stage_elementary_upper.js","stage","2.2.3"
"48244","14620","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48246","14620","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48247","14620","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48248","14621","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48249","14621","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48250","14621","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48251","14621","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48252","14621","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48253","14621","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48254","14621","js\vocabularies\stage\stage_elementary_upper.js","stage","2.2.3"
"48255","14621","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48257","14621","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48258","14621","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48259","14622","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48260","14622","js\vocabularies\kindergarten\kindergarten_3_nature.js","kindergarten","2.2.3"
"48261","14622","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48263","14622","js\vocabularies\kindergarten\kindergarten_life_communication_expanded.js","kindergarten","2.2.3"
"48267","14622","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48269","14622","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48271","14622","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48273","14622","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48274","14622","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48275","14622","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48277","14622","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48278","14622","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48279","14623","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48280","14623","js\vocabularies\kindergarten\kindergarten_2_study.js","kindergarten","2.2.3"
"48281","14623","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48283","14623","js\vocabularies\kindergarten\kindergarten_life_communication_expanded.js","kindergarten","2.2.3"
"48287","14623","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48289","14623","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48291","14623","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48293","14623","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48294","14623","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48295","14623","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48297","14623","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48298","14623","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48299","14623","js\vocabularies\minecraft\minecraft_words_full.js","minecraft","2.2.3"
"48300","14624","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48301","14624","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48302","14624","js\vocabularies\kindergarten\kindergarten_life_communication_expanded.js","kindergarten","2.2.3"
"48304","14624","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48305","14624","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48306","14624","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48307","14624","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48308","14624","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48309","14624","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48311","14624","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48312","14624","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48313","14625","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48314","14625","js\vocabularies\kindergarten\kindergarten_1_basic.js","kindergarten","2.2.3"
"48315","14625","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48316","14625","js\vocabularies\kindergarten\kindergarten_general_extended.js","kindergarten","2.2.3"
"48317","14625","js\vocabularies\kindergarten\kindergarten_life_communication_expanded.js","kindergarten","2.2.3"
"48319","14625","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48321","14625","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48323","14625","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48324","14625","js\vocabularies\kindergarten_6_general.js","other","2.2.3"
"48325","14625","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48326","14625","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48327","14625","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48329","14625","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48330","14625","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48331","14626","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48332","14626","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48333","14626","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48334","14626","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48335","14626","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48336","14626","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48337","14626","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48338","14626","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48340","14626","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48341","14626","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48342","14627","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48343","14627","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48344","14627","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48345","14627","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48346","14627","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48347","14627","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48348","14627","js\vocabularies\stage\stage_elementary_upper.js","stage","2.2.3"
"48349","14627","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48351","14627","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48352","14627","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48353","14628","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48354","14628","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48355","14628","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48356","14628","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48357","14628","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48358","14628","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48359","14628","js\vocabularies\stage\stage_elementary_upper.js","stage","2.2.3"
"48360","14628","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48362","14628","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48363","14628","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48364","14628","js\vocabularies\minecraft\minecraft_advanced.js","minecraft","2.2.3"
"48365","14628","js\vocabularies\minecraft_advanced.js","other","2.2.3"
"48366","14628","js\vocabularies\minecraft\minecraft_words_full.js","minecraft","2.2.3"
"48367","14629","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48368","14629","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48369","14629","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48370","14629","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48371","14629","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48372","14629","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48373","14629","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48374","14629","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48376","14629","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48377","14629","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48378","14630","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48379","14630","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48380","14630","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48381","14630","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48382","14630","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48383","14630","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48384","14630","js\vocabularies\stage\stage_elementary_upper.js","stage","2.2.3"
"48385","14630","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48387","14630","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48388","14630","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48389","14631","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48390","14631","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48391","14631","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48392","14631","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48393","14631","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48394","14631","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48395","14631","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48396","14631","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48397","14631","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48398","14631","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48400","14632","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48401","14632","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48402","14632","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48403","14632","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48404","14632","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48405","14632","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48406","14632","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48407","14632","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48408","14632","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48409","14632","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48411","14633","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48412","14633","js\vocabularies\kindergarten\kindergarten_3_nature.js","kindergarten","2.2.3"
"48413","14633","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48414","14633","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48416","14633","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48418","14633","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48419","14633","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48420","14633","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48421","14633","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48423","14633","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48424","14633","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48425","14633","js\vocabularies\minecraft\minecraft_words_full.js","minecraft","2.2.3"
"48426","14634","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48427","14634","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48428","14634","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48429","14634","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48430","14634","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48431","14634","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48432","14634","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48433","14634","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48434","14634","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48435","14634","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48437","14635","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48438","14635","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48439","14635","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48440","14635","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48441","14635","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48442","14635","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48443","14635","js\vocabularies\stage\stage_elementary_upper.js","stage","2.2.3"
"48444","14635","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48445","14635","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48446","14635","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48448","14636","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48449","14636","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48450","14636","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48451","14636","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48452","14636","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48453","14636","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48454","14636","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48455","14636","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48456","14636","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48457","14636","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48459","14637","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48460","14637","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48461","14637","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48462","14637","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48463","14637","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48464","14637","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48465","14637","js\vocabularies\stage\stage_elementary_upper.js","stage","2.2.3"
"48466","14637","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48467","14637","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48468","14637","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48470","14638","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48471","14638","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48472","14638","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48473","14638","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48474","14638","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48475","14638","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48476","14638","js\vocabularies\stage\stage_elementary_upper.js","stage","2.2.3"
"48477","14638","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48478","14638","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48479","14638","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48481","14639","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48482","14639","js\vocabularies\kindergarten\kindergarten_1_basic.js","kindergarten","2.2.3"
"48483","14639","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48484","14639","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48486","14639","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48488","14639","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48489","14639","js\vocabularies\kindergarten_6_general.js","other","2.2.3"
"48490","14639","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48491","14639","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48492","14639","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48494","14639","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48495","14639","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48496","14640","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48497","14640","js\vocabularies\kindergarten\kindergarten_3_nature.js","kindergarten","2.2.3"
"48498","14640","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48499","14640","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48501","14640","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48503","14640","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48504","14640","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48505","14640","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48506","14640","js\vocabularies\stage\stage_elementary_upper.js","stage","2.2.3"
"48507","14640","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
"48509","14640","js\vocabularies\kindergarten\kindergarten_4_communication.js","kindergarten","2.2.3"
"48510","14640","js\vocabularies\kindergarten_4_communication.js","other","2.2.3"
"48511","14641","js\vocabularies\common\common_vocabulary.js","common","2.2.3"
"48512","14641","js\vocabularies\kindergarten\kindergarten_2_study.js","kindergarten","2.2.3"
"48513","14641","js\vocabularies\kindergarten\kindergarten_5_daily.js","kindergarten","2.2.3"
"48514","14641","js\vocabularies\kindergarten\kindergarten_life_communication_expanded.js","kindergarten","2.2.3"
"48516","14641","js\vocabularies\kindergarten\merged_kindergarten_vocab - 副本.js","kindergarten","2.2.3"
"48518","14641","js\vocabularies\kindergarten\merged_kindergarten_vocab.js","kindergarten","2.2.3"
"48520","14641","js\vocabularies\kindergarten_5_daily.js","other","2.2.3"
"48521","14641","js\vocabularies\stage\merged_vocabulary.js","stage","2.2.3"
"48522","14641","js\vocabularies\stage\stage_elementary_lower.js","stage","2.2.3"
"48523","14641","js\vocabularies\stage\stage_kindergarten.js","stage","2.2.3"
